757	795	796	0	0	0	0	0	1402	0	-33686019	-1414812757	
757	795	830	0	0	0	0	0	1402	0	-33686019	-1414812757	
757	795	949	0	0	0	756	757	1402	0	-33686019	-1414812757	
757	830	924	0	0	0	757	757	1402	0	-33686019	-1414812757	
757	830	1123	0	0	0	0	0	1402	0	-33686019	-1414812757	
790	791	1406	0	0	789	789	1402	0	0	-33686019	-1414812757	
790	1002	1085	0	789	790	1402	0	0	0	-33686019	-1414812757	
791	1406	1407	0	0	6	789	1402	0	0	-33686019	-1414812757	
795	796	1008	0	0	0	0	0	1402	0	-33686019	-1414812757	
795	796	1011	0	0	0	793	795	1402	0	-33686019	-1414812757	
796	1004	1008	0	0	796	796	1402	0	0	-33686019	-1414812757	
796	1008	1123	0	0	0	0	0	1402	0	-33686019	-1414812757	
797	1408	1429	0	797	797	1402	0	0	0	-33686019	-1414812757	
820	1407	1424	0	6	819	1402	0	0	0	-33686019	-1414812757	
830	1008	1123	0	0	0	0	1402	0	0	-33686019	-1414812757	
830	1111	1123	0	0	829	829	1402	0	0	-33686019	-1414812757	
834	1008	1123	0	0	0	834	834	1402	0	-33686019	-1414812757	
1015	1407	1429	0	6	797	1402	0	0	0	-33686019	-1414812757	
1084	1085	1446	0	1082	1083	1402	0	0	0	-33686019	-1414812757	
1087	1407	1446	0	6	1084	1402	0	0	0	-33686019	-1414812757	
1088	1408	1424	0	799	819	1402	0	0	0	-33686019	-1414812757	
741	742	743	1	1	1	737	741	1402	0	-33686019	-1414812757	
742	743	856	1	0	1	1	1	1402	0	-33686019	-1414812757	
742	743	1014	1	0	1	1	1	1402	0	-33686019	-1414812757	
742	855	856	1	1	1	1	1	1402	0	-33686019	-1414812757	
742	856	1192	1	1	1	741	742	1402	0	-33686019	-1414812757	
743	949	1014	1	1	743	743	1402	0	0	-33686019	-1414812757	
743	992	1014	1	1	1	1	1402	0	0	-33686019	-1414812757	
855	856	1191	1	1	1	854	855	1402	0	-33686019	-1414812757	
855	856	1426	1	1	1	1	1	1402	0	-33686019	-1414812757	
855	993	1426	1	1	1	1	1	1402	0	-33686019	-1414812757	
855	1425	1426	1	1	1	180	855	1402	0	-33686019	-1414812757	
991	992	993	1	1	1	782	990	1402	0	-33686019	-1414812757	
992	993	1014	1	1	1	1	1402	0	0	-33686019	-1414812757	
992	993	1426	1	1	1	1	1	1402	0	-33686019	-1414812757	
992	1012	1014	1	1	991	991	1402	0	0	-33686019	-1414812757	
993	1426	1428	1	1	1	341	987	1402	0	-33686019	-1414812757	
763	771	977	2	2	2	2	2	1402	0	-33686019	-1414812757	
763	862	1202	2	2	2	763	763	1402	0	-33686019	-1414812757	
763	962	977	2	1	2	12	763	1402	0	-33686019	-1414812757	
763	968	1202	2	2	2	2	2	1402	0	-33686019	-1414812757	
763	977	1202	2	1	2	2	2	1402	0	-33686019	-1414812757	
771	772	969	2	2	2	2	2	1402	0	-33686019	-1414812757	
771	772	971	2	2	2	768	771	1402	0	-33686019	-1414812757	
771	772	977	2	2	2	2	1402	0	0	-33686019	-1414812757	
771	976	977	2	2	13	771	1402	0	0	-33686019	-1414812757	
772	968	969	2	2	2	2	1402	0	0	-33686019	-1414812757	
772	969	970	2	2	2	772	772	1402	0	-33686019	-1414812757	
891	968	1202	2	2	2	890	890	1402	0	-33686019	-1414812757	
968	969	1198	2	2	2	890	966	1402	0	-33686019	-1414812757	
968	969	1202	2	2	2	1402	0	0	0	-33686019	-1414812757	
14	774	1333	3	3	3	14	14	1402	0	-33686019	-1414812757	
773	774	961	3	3	3	13	14	1402	0	-33686019	-1414812757	
774	850	961	3	3	3	3	1402	0	0	-33686019	-1414812757	
774	961	1333	3	3	3	3	1402	0	0	-33686019	-1414812757	
774	1331	1333	3	3	3	3	1402	0	0	-33686019	-1414812757	
850	960	961	3	3	850	850	1402	0	0	-33686019	-1414812757	
850	961	1331	3	3	3	3	3	1402	0	-33686019	-1414812757	
850	1180	1331	3	3	3	16	850	1402	0	-33686019	-1414812757	
850	1331	1333	3	3	3	3	3	1402	0	-33686019	-1414812757	
899	1331	1333	3	3	3	17	899	1402	0	-33686019	-1414812757	
12	746	930	4	4	4	12	12	1402	0	-33686019	-1414812757	
746	756	930	4	4	4	4	1402	0	0	-33686019	-1414812757	
746	777	930	4	4	4	4	1402	0	0	-33686019	-1414812757	
746	777	963	4	4	4	4	4	1402	0	-33686019	-1414812757	
746	777	978	4	4	4	745	746	1402	0	-33686019	-1414812757	
756	769	770	4	4	4	4	4	1402	0	-33686019	-1414812757	
756	769	930	4	4	4	4	1402	0	0	-33686019	-1414812757	
756	769	944	4	4	4	754	755	1402	0	-33686019	-1414812757	
756	927	930	4	4	12	755	1402	0	0	-33686019	-1414812757	
767	769	770	4	4	4	766	767	1402	0	-33686019	-1414812757	
769	770	963	4	4	4	4	4	1402	0	-33686019	-1414812757	
770	777	963	4	4	4	4	1402	0	0	-33686019	-1414812757	
770	963	964	4	4	4	764	767	1402	0	-33686019	-1414812757	
776	777	963	4	4	4	765	775	1402	0	-33686019	-1414812757	
784	786	1183	5	5	5	783	784	1402	0	-33686019	-1414812757	
786	792	1009	5	5	5	785	786	1402	0	-33686019	-1414812757	
786	835	1009	5	5	5	5	5	1402	0	-33686019	-1414812757	
786	854	1183	5	5	5	5	1402	0	0	-33686019	-1414812757	
786	1009	1183	5	5	5	5	1402	0	0	-33686019	-1414812757	
834	835	1009	5	5	5	832	833	1402	0	-33686019	-1414812757	
835	909	1347	5	5	5	5	5	1402	0	-33686019	-1414812757	
835	1009	1347	5	5	5	5	5	1402	0	-33686019	-1414812757	
835	1119	1347	5	5	5	834	835	1402	0	-33686019	-1414812757	
854	909	1348	5	5	5	5	5	1402	0	-33686019	-1414812757	
854	1183	1184	5	5	5	851	853	1402	0	-33686019	-1414812757	
854	1183	1348	5	5	5	5	5	1402	0	-33686019	-1414812757	
854	1189	1348	5	5	5	854	854	1402	0	-33686019	-1414812757	
908	909	1347	5	5	5	908	908	1402	0	-33686019	-1414812757	
909	1347	1348	5	5	5	5	1402	0	0	-33686019	-1414812757	
909	1348	1349	5	5	5	902	908	1402	0	-33686019	-1414812757	
789	791	1003	6	6	6	789	789	1402	0	-33686019	-1414812757	
791	820	1407	6	6	6	6	6	6	6	6	6	
791	1003	1015	6	5	6	6	6	6	1402	-33686019	-1414812757	
791	1003	1407	6	5	6	6	6	6	6	6	1402	
791	1015	1407	6	6	6	6	6	6	6	6	6	
791	1087	1407	6	6	6	6	6	6	6	6	1402	
791	1406	1407	6	0	6	6	6	6	789	1402	-1414812757	
819	820	1046	6	6	6	803	818	1402	0	-33686019	-1414812757	
820	1015	1407	6	6	6	6	6	6	6	1402	-1414812757	
820	1044	1046	6	6	6	6	1402	0	0	-33686019	-1414812757	
820	1046	1407	6	6	6	6	6	6	1402	-33686019	-1414812757	
820	1087	1407	6	6	6	6	6	6	6	1402	-1414812757	
820	1407	1424	6	0	6	6	6	6	819	1402	-1414812757	
1003	1015	1016	6	6	6	797	1003	1402	0	-33686019	-1414812757	
1003	1015	1407	6	6	6	6	6	6	1402	-33686019	-1414812757	
1015	1407	1429	6	0	6	6	6	797	1402	-33686019	-1414812757	
1043	1044	1086	6	6	6	806	1043	1402	0	-33686019	-1414812757	
1044	1045	1046	6	6	1033	1042	1402	0	0	-33686019	-1414812757	
1044	1046	1086	6	6	6	6	1402	0	0	-33686019	-1414812757	
1044	1086	1087	6	6	6	6	6	1402	0	-33686019	-1414812757	
1084	1086	1087	6	6	6	1041	1084	1402	0	-33686019	-1414812757	
1086	1087	1407	6	6	6	6	6	6	1402	-33686019	-1414812757	
1087	1407	1446	6	0	6	6	6	1084	1402	-33686019	-1414812757	
40	1425	1427	7	7	7	40	40	1402	0	-33686019	-1414812757	
851	853	893	7	7	7	850	851	1402	0	-33686019	-1414812757	
851	853	990	7	7	7	7	7	1402	0	-33686019	-1414812757	
851	853	1425	7	7	7	7	7	1402	0	-33686019	-1414812757	
851	989	990	7	7	7	7	7	1402	0	-33686019	-1414812757	
851	990	995	7	7	7	785	851	1402	0	-33686019	-1414812757	
853	1295	1425	7	7	853	853	1402	0	0	-33686019	-1414812757	
853	1425	1427	7	6	7	7	7	1402	0	-33686019	-1414812757	
988	989	990	7	7	7	782	783	1402	0	-33686019	-1414812757	
989	990	1427	7	7	7	7	7	1402	0	-33686019	-1414812757	
989	1425	1427	7	6	7	7	7	1402	0	-33686019	-1414812757	
989	1427	1428	7	7	7	98	989	1402	0	-33686019	-1414812757	
828	1098	1106	8	8	8	825	828	1402	0	-33686019	-1414812757	
1058	1062	1063	8	8	8	8	8	1402	0	-33686019	-1414812757	
1058	1063	1069	8	8	8	8	8	1402	0	-33686019	-1414812757	
1058	1063	1438	8	8	8	1053	1058	1402	0	-33686019	-1414812757	
1058	1069	1098	8	8	8	8	8	1402	0	-33686019	-1414812757	
1058	1069	1414	8	8	8	1058	1058	1402	0	-33686019	-1414812757	
1062	1063	1106	8	8	8	8	8	1402	0	-33686019	-1414812757	
1062	1063	1441	8	8	8	1061	1062	1402	0	-33686019	-1414812757	
1062	1064	1106	8	8	8	1059	1062	1402	0	-33686019	-1414812757	
1062	1098	1106	8	7	8	8	8	1402	0	-33686019	-1414812757	
1068	1069	1098	8	8	8	1067	1068	1402	0	-33686019	-1414812757	
1069	1098	1106	8	7	8	8	8	1402	0	-33686019	-1414812757	
842	880	1133	9	9	9	9	9	1402	0	-33686019	-1414812757	
842	880	1258	9	8	9	841	842	1402	0	-33686019	-1414812757	
842	880	1260	9	8	9	9	9	1402	0	-33686019	-1414812757	
842	1132	1133	9	8	9	835	841	1402	0	-33686019	-1414812757	
842	1133	1135	9	8	9	9	9	1402	0	-33686019	-1414812757	
880	1135	1260	9	9	9	9	1402	0	0	-33686019	-1414812757	
880	1260	1261	9	9	9	879	880	1402	0	-33686019	-1414812757	
1133	1134	1135	9	9	837	1130	1402	0	0	-33686019	-1414812757	
1133	1135	1260	9	9	9	9	9	1402	0	-33686019	-1414812757	
1135	1157	1260	9	837	881	1402	0	0	0	-33686019	-1414812757	
845	865	1173	10	10	10	10	10	1402	0	-33686019	-1414812757	
845	872	876	10	10	10	10	10	1402	0	-33686019	-1414812757	
845	876	1173	10	9	10	10	10	1402	0	-33686019	-1414812757	
845	876	1226	10	10	10	844	845	1402	0	-33686019	-1414812757	
845	1171	1173	10	9	10	845	845	1402	0	-33686019	-1414812757	
853	1294	1295	10	10	10	853	853	1402	0	-33686019	-1414812757	
865	1173	1207	10	9	10	18	864	1402	0	-33686019	-1414812757	
865	1173	1296	10	9	10	10	10	1402	0	-33686019	-1414812757	
865	1295	1296	10	10	10	10	10	1402	0	-33686019	-1414812757	
865	1296	1297	10	10	10	18	865	1402	0	-33686019	-1414812757	
872	876	1231	10	10	10	10	870	872	1402	-33686019	-1414812757	
872	876	1293	10	10	10	10	10	872	1402	-33686019	-1414812757	
872	1231	1293	10	10	10	10	872	872	1402	-33686019	-1414812757	
872	1293	1294	10	10	10	10	10	1402	0	-33686019	-1414812757	
893	1293	1294	10	10	10	852	893	1402	0	-33686019	-1414812757	
1190	1295	1296	10	10	10	1188	1190	1402	0	-33686019	-1414812757	
1293	1294	1295	10	10	10	10	10	1402	0	-33686019	-1414812757	
1294	1295	1296	10	10	10	10	10	1402	0	-33686019	-1414812757	
844	1168	1370	11	11	11	844	844	1402	0	-33686019	-1414812757	
904	1354	1355	11	11	11	904	904	1402	0	-33686019	-1414812757	
917	1371	1387	11	11	11	917	917	1402	0	-33686019	-1414812757	
933	934	1354	11	11	11	747	931	1402	0	-33686019	-1414812757	
933	1354	1355	11	11	11	11	11	1402	0	-33686019	-1414812757	
933	1354	1373	11	11	11	11	11	1402	0	-33686019	-1414812757	
933	1368	1373	11	11	11	747	933	1402	0	-33686019	-1414812757	
